label,text,answer
MUSIC,He's the singer seen here,Tim McGraw
HISTORY,It was completed during World War I & linked eastern & western Siberia,the Trans-Siberian Railway
LITERATURE,"""Aldous Huxley's 1932 version of """"1984""""""",Brave New World
HISTORY,In 490 B.C. this Persian king sent an army into Greece but it was defeated at the Battle of Marathon,Darius
HISTORY,In 1851 this Fifth Avenue store introduced sterling silver to the U.S.,Tiffany's
SCIENCE,They're the 2 poles of a permanent bar magnet,North & south
LITERATURE,"""Not Natty Dresser but Natty this dies in the novel """"The Prairie""""""",Bumppo
HISTORY,This traitor took a cut in rank from major general in the U.S. Army to brigadier general in the British Army,Benedict Arnold
GEOGRAPHY,India is separated from this nation by the 40-mile-wide Palk Strait,Sri Lanka
GEOGRAPHY,"""Just north of Khartoum, Sudan, these 2 """"colorful"""" rivers combine to form the Nile""",the Blue Nile & the White Nile
LITERATURE,"""In English, the title of this Hermann Hesse novel means """"The Prairie Wolf""""""",Steppenwolf
HISTORY,"On December 2, 1804 this man crowned himself emperor",Napoleon Bonaparte
SCIENCE,In 1956 George Miller defined it as holding 5 to 9 chunks of information -- what category did you pick again?,short-term memory
MUSIC,"When Tommy Dorsey died in 1956, this older brother assumed leadership of the Dorsey Brothers Orchestra",Jimmy Dorsey
HISTORY,"In 1449 Henry VI instituted the (hopefully non-evil) office of sheriff here, now an industrial city in central England",Nottingham
SCIENCE,"An American, Theodore Maiman, built the first of these light-amplifying devices in 1960",Laser
LITERATURE,The Remains of the Day novelist Kazuo Ishiguro,Japan
LITERATURE,"""The success of """"Little Women"""" prompted her to write in her journal, """"paid up all the debts, thank the lord!""""""",Louisa May Alcott
HISTORY,It's 1155 & Pope Adrian IV has issued a bull allowing Henry II of England to conquer this island,Ireland
HISTORY,"The Arditi, a group of nationalists & WWI vets, were 1st to wear the black shirts of this Italian party",the Fascists
HISTORY,In 1066 he became the last Saxon king to rule England,Harold II
LITERATURE,This Mary Shelley tale is told through the letters of an Arctic explorer named Walton,Frankenstein
HISTORY,In 1814 & 1815 Austria hosted this get-together that helped reorganize Europe after the Napoleonic wars,the Congress of Vienna
SCIENCE,"At the Pantheon in Paris in 1851, he demonstrated the Earth's rotation using his famous pendulum",Michel Foucault
MUSIC,"""It's the show in which Simba sings """"I Just Can't Wait To Be King""""""",The Lion King
MUSIC,"""A string instrument with a secret: """"The Red _____""""""",Violin
GEOGRAPHY,This Canadian provincial capital lies about halfway between Vancouver & Montreal,"Winnipeg(, Manitoba)"
GEOGRAPHY,Lake Nicaragua is connected to this smaller Nicaraguan lake by the Tipitapa River,Lake Managua
GEOGRAPHY,Medium heats up in this Arizona city,Phoenix
LITERATURE,To The Far Blue Mountains was one of this western author's Sackett sagas,Louis L'Amour
LITERATURE,"Juneteenth, the long-awaited second novel by this black author, was published posthumously in 1999",Ralph Ellison
LITERATURE,"""Much of this """"Vanity Fair"""" author's novel """"Henry Esmond"""" takes place during the reign of Queen Anne""",William Makepeace Thackeray
SCIENCE,"""Though his work was """"uncertain"""", he won the Nobel Prize for Physics in 1932, just on """"principle""""""",Werner Heisenberg
SCIENCE,This fruit-based carbohydrate is what gels jams & jellies,pectin
MUSIC,"Sung by Apollo IX astronauts, this traditional song was one of the first sung in outer space",Happy Birthday
LITERATURE,"""This scandal that struck the Harding administration inspired Upton Sinclair's novel """"Oil!""""""",Teapot Dome
MUSIC,"After writing this 1829 opera, Rossini wrote less than a half dozen more works the last 39 years of his life",William Tell
SCIENCE,If run in reverse an electric motor becomes one of these devices that produces electric current,a generator
MUSIC,"""Take a journey into Oz in this 2003 show; it's quite """"popular""""""",Wicked
GEOGRAPHY,"Located on the Horn of Africa, this country is that continent's easternmost extension",Somalia
LITERATURE,"""A friend since childhood, she helped Truman Capote research """"In Cold Blood"""" before publishing her own novel""",(Harper) Lee
SCIENCE,"2 nebulae lie within this constellation, the Hunter:  the Great Nebula & the Horsehead Nebula",Orion
MUSIC,In 1997 Marie Osmond made her B'way debut as Anna in a revival of this Rodgers & Hammerstein show,The King and I
MUSIC,"""In America this Italian term for """"master"""" is applied only to conductors""",Maestro
HISTORY,In 2004 this team led by manager Bobby Cox won its remarkable 13th straight division title,Atlanta Braves
LITERATURE,Ungrateful daughters are featured in an 1870 Turgenev story inspired by & named for this Shakespeare play,King Lear
MUSIC,____ Drum Song,Flower
LITERATURE,"""In 1991 the U. of Alabama awarded this """"To Kill A Mockingbird"""" author an honorary Doctor of Letters degree""",Harper Lee
MUSIC,Person to whom the following request is directed: [audio clue],Mr. Tambourine Man
LITERATURE,"""This pampered """"Little Lord"""" had beautiful curls & wore a lace collar""",Little Lord Fauntleroy
MUSIC,Fortissimo's antonym,Pianissimo
MUSIC,"The brilliance of Anne Brown, a soprano, changed the title of a 1935 opera that was to be called simply this one name",Porgy
LITERATURE,"""This author of """"The Moonstone"""" was named for his father's friend Sir David Wilkie""",Wilkie Collins
LITERATURE,"""Reviewing her """"Fear oF Flying"""" in 1973, John Updike said it had """"class & sass, brightness & bite""""""",Erica Jong
LITERATURE,"""Clip the """"tag"""" off a German building & you've got this creator of forensic sleuth Tempe Brennan of """"Devil Bones""""""",(Kathy) Reichs
LITERATURE,"""He was eventually buried in the Illinois cemetery that inspired his """"Spoon River Anthology""""""",Edgar Lee Masters
SCIENCE,Varieties of this bulbous member of the lily family include the Darwin & the Duc Van Tol,Tulip
LITERATURE,Where you can't go again in Thomas Wolfe title,home
GEOGRAPHY,"This island, a NYC Borough, is separated from New Jersey by 2 narrow channels:  the Kill Van Kull and the Arthur Kill",Staten Island
LITERATURE,"""In 1842 he lived with cannibals in the Taipi Valley in the Marquesas; his novel """"Typee"""" was based on the experience""",Herman Melville
LITERATURE,"""His 2009 novel """"The Lost Symbol"""" once again features protagonist Robert Langdon""",Dan Brown
HISTORY,"In 1429, she was given control of troops in France",Joan of Arc
SCIENCE,Cilia later!  These long hairlike extensions help bacteria move by means of a whipping motion,flagella
GEOGRAPHY,The few people who live on this island partner of Antigua keep busy lobster fishing,Barbuda
LITERATURE,"""The film of her novel, """"Reflections in a Golden Eye"""", was released shortly after her death in 1967""",Carson McCullers
LITERATURE,"""At the end of """"Moby Dick"""", this narrator is rescued by another whaling ship, the Rachel""",Ishmael
HISTORY,"""WWI sales of """"Liberty"""" these, whose posters showed the statue, raised more than $15 billion""",bonds
HISTORY,In 404 B.C. a starving Athens was forced to give up its long fight in this war,the Peloponnesian War
HISTORY,"After its own war with Iraq, this country opposed both Iraqi & U.S. policy during the Gulf War",Iran
LITERATURE,"""Part of this nursery rhyme reads, """"This is the dog, that worried the cat, that killed the rat...""""""",The House that Jack Built
HISTORY,The Third Republic was this nation's government from 1870 to 1940,France
MUSIC,"""A Paul Westerberg song says, """"I try and comprehend you but I got"""" this type of heart, having a learning disability""",Dyslexic Heart
MUSIC,Almost _____ City,Paradise
GEOGRAPHY,2 of the 3 South American countries on the equator,"(2 of) Ecuador, Brazil, & Colombia"
LITERATURE,This 1937 Agatha Christie novel is set on the steamer Karnak as it cruises down an African river,Death on the Nile
SCIENCE,Many of the gems sold as topaz are actually the citrine variety of this stone,quartz
MUSIC,"""In Paris this American musical is known as """"La Petite Boutique Des Horreurs""""""",Little Shop of Horrors
LITERATURE,He rejected offers to run for Congress & Mayor of New York & to be Van Buren's Secretary of the Navy,Washington Irving
LITERATURE,"""Walt Whitman, Henry Miller, & Betty Smith's """"tree"""" all grew up in this borough""",Brooklyn
LITERATURE,"""This """"Wizard of Oz"""" author wrote books for girls under the pen name Mrs. Edith van Dyne""",L(yman) Frank Baum
MUSIC,"""A town in Saskatchewan is named for this """"Don Giovanni"""" composer & its streets for other famous composers""",W.A. Mozart
SCIENCE,The radiation belts around the Earth are named for this man who was born in the heart of the Corn Belt,(James) Van Allen
LITERATURE,"""This tale for which Hemingway won a Pulitzer was a revision of his earlier story """"On the Blue Water""""""",The Old Man and the Sea
LITERATURE,Frederic Dannay & Manfred B. Lee,Ellery Queen
GEOGRAPHY,"""Jefferson City is Missouri's capital & this """"City"""" where the Royals play is Missouri's largest""",Kansas City
MUSIC,"""Raspy women singers of the '80s include Kim Carnes & this singer who gave us a """"Total Eclipse of the Heart""""""",Bonnie Tyler
GEOGRAPHY,"""The Rocky Mountains run through part of this Canadian province that begins with """"B""""""",British Columbia
HISTORY,"""Before this word came to mean an extraterrestrial, it was used as an adjective meaning """"warlike""""""",Martian
HISTORY,"In 1914 the Royal Navy won a major battle at these islands, where it fought again in 1982",Falkland Islands
HISTORY,"In ancient Greece, Athens had its Delian League of city-states while Sparta had this league",the Peloponnesian League
MUSIC,This bent steel rod struck by a small metal rod is used in the final movement of Beethoven's Ninth,a triangle
HISTORY,In the 1500s the Gelosi troupe became famous for performing this Italian form of improvised comedy,Commedia dell'arte
GEOGRAPHY,"This state's least populous county, Grand Isle, lies mostly within Lake Champlain",Vermont
SCIENCE,"""This striped mammal reportedly can fire 6 shots of its foul spray before having to """"resupply""""""",Skunk
HISTORY,This mystic's misspent youth in his native Siberia was noted for its debauchery,Rasputin
LITERATURE,"After Christian's death in an 1897 drama, this title character still acts as a platonic friend to the widow",Cyrano de Bergerac
SCIENCE,"""When boiling water, energy absorbed that escapes as vapor is this type of heat, from Latin latere, """"to hide""""""",latent energy
MUSIC,"""Many of the songs associated with Louis Jordan are featured in """"Five Guys Named"""" this""",Moe
LITERATURE,"""In 1941 his story """"The Devil And Daniel Webster"""" was adapted as a film starring Edward Arnold""",Stephen Vincent Benet
GEOGRAPHY,This Yugoslavian republic covers part of and shares its name with Alexander the Great's ancient home,Macedonia
SCIENCE,"""5 of the brightest stars in this constellation form a large, irregular """"W""""; the honoree might have liked a """"C""""""",Cassiopeia
HISTORY,"In 1512 this king seized Navarre, completing the unification of what is now Spain",Ferdinand (II)
MUSIC,"""A naughty child's toys rebel against him in this """"Bolero"""" composer's opera """"L'Enfant et Les Sortileges""""""",Maurice Ravel
SCIENCE,In 1633 the Church condemned him to house arrest for astronomical heresy,Galileo
LITERATURE,The frameworks over Ambler's oil wells,Eric's derricks
LITERATURE,"""He wrote """"I, Claudius"""" for adults & """"The Poor Boy Who Followed His Star"""" for children""",Robert Graves
SCIENCE,"He discovered that if nitroglycerin was absorbed by an inert substance, it wouldn't explode from shock",Alfred Nobel
MUSIC,"""His 1973 hit """"Love Me Like a Rock"""" featured the Dixie Hummingbirds on vocal backup""",Paul Simon
SCIENCE,"Only a few living things, like some germs, can live without this gas symbolized O",oxygen
GEOGRAPHY,It's the only island whose territory makes up parts of 3 different independent nations,"Borneo (Malaysia, Indonesia & Brunei)"
HISTORY,"""In 1949 he presented his """"Fair Deal"""" as part of his State of the Union address""",Truman
SCIENCE,"Called the first female M.D. in modern times, she helped found the London School of Medicine for Women in 1875",Elizabeth Blackwell
MUSIC,"""She & partner Adolph Green wrote numerous B'way musicals; among them """"Peter Pan"""" & """"Applause""""""",Betty Comden
MUSIC,"Also known for his virtuosity on the pennywhistle, this Irish flautist has taught at the Eastman School",James Galway
LITERATURE,Poet Gregory Corso went on the beat path after meeting this poet in a Greenwich Village bar in 1950,Allen Ginsberg
LITERATURE,"""Shortly after """"The Grapes of Wrath"""" was published, he embarked on an expedition to Mexico""",John Steinbeck
HISTORY,"Battle sites in this war include Buena Vista, Los Angeles & Monterrey",Mexican-American War
LITERATURE,"After his return to Russia in 1994, this former dissident was given his own TV talk show",Aleksandr Solzhenitsyn
SCIENCE,Nelumbo nucifera is the scientific name of this sacred flower of Buddhism,lotus
GEOGRAPHY,"""You can usually get a """"good deal"""" on this New York City bridge seen here""",Brooklyn Bridge
LITERATURE,"""William Blake asked of this wild animal, """"Did he who made the lamb make thee?""""""",The Tyger
MUSIC,"""Death plays a merry dance on the violin in this Frenchman's """"Danse Macabre""""""",Camille Saint-Saens
LITERATURE,"""In the 1970s this former actor enjoyed success as the bestselling author of """"The Other"""" & """"Harvest Home""""""",Thomas Tryon
MUSIC,"""Beefy singer whose first No. 1 hit was """"I'd Do Anything For Love"""" from his 1993 CD """"Bat Out Of Hell II""""""",Meat Loaf
GEOGRAPHY,"It's the numeric name for the locality where the borders of Utah, Colorado, New Mexico & Arizona meet",the Four Corners
LITERATURE,"""Dan Brown introduced his symbologist Robert Langdon in this pre-""""Da Vinci Code"""" novel""",Angels and Demons
GEOGRAPHY,In 1968 vast oil reserves were found in this Alaskan coastal region between the Arctic Ocean & Brooks Range,the North Slope
HISTORY,"In 1818, this country & the U.S. agreed to joint occupation of the Oregon territory",Great Britain
SCIENCE,In 1995 scientists in Switzerland created atoms of this substance that may not exist naturally in our universe,Antimatter
MUSIC,"""In 2006 he was back with the hit """"SexyBack""""""",Justin Timberlake
HISTORY,"A 17-ton piece of its hull was recovered from its wreckage site, 450 miles off the coast of Newfoundland",the Titanic
LITERATURE,"""James Fenimore Cooper's 1823 novel """"The Pioneers"""" was the first in a series of these 5 """"Tales""""""",Leatherstocking Tales
SCIENCE,University prof Michael Mastlin sold young Johannes Kepler on this Copernican theory,heliocentrism
SCIENCE,"""At lunch whales commit murder on a massive scale when they're """"going in for"""" this""",the krill
LITERATURE,"""George said, """"No, Lennie, No! / I won't get you a guppy! / You think I've forgotten / what you did to that puppy?""""""",Of Mice And Men
HISTORY,In 1907 these siblings purchased the Barnum & Bailey circus,the Ringling Brothers
SCIENCE,The transfer of a fluid from an area of higher concentration to an area of lower concentration through a membrane,osmosis
HISTORY,Around 981 this explorer was banned from Iceland for 3 years for killing a neighbor in a feud,Erik the Red
SCIENCE,"""Genly Ai is an emissary to the planet Winter in Ursula K. Le Guin's """"The Left Hand of"""" this""",Darkness
HISTORY,Dual monarchy founded in 1867 in which Franz Josef was king of 1 country & emperor of the other,Austro-Hungarian Empire
MUSIC,"""As a musical, this Poe tale ends with Roderick & Madeline singing, """"Our house, in the middle of a lake""""""",The Fall of the House of Usher
MUSIC,"""For some """"Entertainment Tonight"""", turn on one of his CDs like """"Live at Red Rocks"""" or """"Winter Song""""""",John Tesh
HISTORY,"After a 20-year siege, the Turks took control of this Greek island in 1669 & held it for over 200 years",Crete
HISTORY,We know Carians were in Egypt from graffiti they carved into a big Ramses statue at this temple site,Abu Simbel
HISTORY,The Peace of Westphalia in 1648 ended this numerical war,Thirty Years' War
MUSIC,"""In 1974 Neil Peart joined Alex Lifeson & Geddy Lee as this trio """"hurried"""" toward fame""",Rush
LITERATURE,The German dictionary this pair of brothers began in 1854 was finished by others in 1954,the Brothers Grimm
SCIENCE,"Usually sold without the bone, this beef cut is taken from the breast section under the first 5 ribs",a brisket
SCIENCE,"""Pre-Y1K scientists figured this organ gave out light; they were, of course, wrong""",eye
LITERATURE,"""This author of """"The Cardinal Sins"""" was ordained a Catholic priest in 1954""",Andrew Greeley
GEOGRAPHY,Whidbey Island in Washington state is the largest island in this inlet,Puget Sound
GEOGRAPHY,The Boston Mountains of Arkansas contain the highest peaks of these mountains,Ozark Mountains
GEOGRAPHY,An island called the Calf of Man lies southwest of the Isle of Man in this sea,Irish Sea
HISTORY,"At the first modern Olympics, this race was 40,000 meters, slightly shorter than the distance now standard",Marathon
MUSIC,"Elvis Presley record which held Billboard #1 singles position for 11 weeks, longest in rock era","""\""""Hound Dog\""""/\""""Don't Be Cruel\"""""""
GEOGRAPHY,"From its incorporation in 1813 until 1901, this New York village was known as Sing-Sing",Ossining
HISTORY,"Born an infanta in 1485, she died at Kimbolton Castle in England in 1536 with the official title Princess Dowager of Wales",Catherine of Aragon
HISTORY,"On Dec. 5, 1783 the British left the city for good, from this island borough",Staten Island
HISTORY,In January 1823 this son of an Irish immigrant resigned as Chile's supreme director,Bernardo O'Higgins
MUSIC,"""This """"Green, Green"""" group once had Kenny Rogers in it""",New Christy Minstrels
LITERATURE,"""Virginia Woolf wrote about one """"of one's own""""; E.M. Forster wrote about one """"with a view""""""",Room
GEOGRAPHY,"""Lilly Rush of this city's P.D. tries to find the killer of each """"Cold Case""""""",Philadelphia
MUSIC,"""In 1999 her """"Faith"""" CD reached triple platinum status""",Faith Hill
LITERATURE,"You'll find all you need to know about Anne, Emily & Charlotte in Juliet Barker's 1,000-page bio of this family",The Brontes
LITERATURE,The rise to power of the ruthless Julian Sorel is the subject of this colorful Stendhal book,The Red And The Black
MUSIC,I Hope I Get It,A Chorus Line
MUSIC,"""An MTV """"Making the Video"""" episode explored her """"Slave 4 U"""" shoot""",Britney Spears
LITERATURE,"""In """"The Sign of Four"""" this sleuth employs Toby the dog to track 2 fugitives""",Sherlock Holmes
GEOGRAPHY,This country's 2nd-highest peak is Mt. Tasman on South Island,New Zealand
LITERATURE,"Charles Dickens gave this family 6 children, but only named 4 of them: Martha, Belinda, Peter & Tim",the Cratchets
LITERATURE,"""Anne Shirley leaves the orphanage to live on this """"colorful"""" farm in Avonlea""",Green Gables
MUSIC,"""A 13th century hit tells us this """"is icumen in""""""",Summer
MUSIC,"""In 1999 this state acquired the rights to use John Denver's """"Take Me Home, Country Roads"""" to promote tourism""",West Virginia
HISTORY,Many circus historians credit Isaac van Amburgh with being the first to put his head in this dangerous place,the lion's mouth
HISTORY,"10 years after Newman & Redford, Tom Berenger & William Katt played this duo in their early days",Butch Cassidy & the Sundance Kid
SCIENCE,Andres Celsius & Gabriel Fahrenheit invented types of these that use different scales,thermometers
GEOGRAPHY,The family history you wrote for school might include entering the U.S. at this island in New York Bay,Ellis Island
LITERATURE,"""This """"Babbitt"""" author published his 1st novel, """"Hike And The Aeroplane"""", under the pseudonym Tom Graham""",Sinclair Lewis
HISTORY,In 1900 the Taft Commission supervised the transfer of military to civil govt. in these Pacific islands,Philippines
LITERATURE,Stan & Jan Berenstain have written a series of books about a family of these title animals,The Berenstain Bears
MUSIC,This 1967 movie theme by Lulu remained at No. 1 for 5 weeks,"To Sir, With Love"
MUSIC,"""This Romanian has so mastered the pan flute that he's been called """"the reincarnation of the god pan""""""",Zamfir
HISTORY,The United Kingdom of Great Britain & Ireland was established on the first day of this century,19th Century
LITERATURE,Welcome to the Monkey House is a collection of his stories,(Kurt) Vonnegut
LITERATURE,"""He created dozens of musical works as well as novels like """"A Clockwork Orange""""""",(Anthony) Burgess
LITERATURE,"""The Holy Grail & """"Guinevere"""" are among the poems contained in this Tennyson work""",Idylls of the King
LITERATURE,"""Forever in this color is Ann Brashares' third sequel to """"The Sisterhood of the Traveling Pants""""""",blue
LITERATURE,"""This Irish wit did 2 years of hard labor for """"gross indecency""""""",(Oscar) Wilde
HISTORY,This 1598 edict gave a large measure of religious liberty to the Huguenots,the Edict of Nantes
LITERATURE,Poet who relived his boyhood in “A Child's Christmas in Wales”,Dylan Thomas
MUSIC,"""This first season of Vivaldi's """"Four Seasons"""" is in E major""",Spring
HISTORY,"Al blames irresponsible lending practices, not his own panic-selling, as a cause of this Oct. 24, 1929 event",the stock market crash
HISTORY,Reconstruction was the 13-year period following this,the Civil War
LITERATURE,Sophocles' first play about this Theban king marked the summit of formal Greek drama,Oedipus
SCIENCE,"""This """"Candide"""" author's 1752 work """"Micromegas"""" was an early story of visitors from other planets""",Voltaire
HISTORY,"""A kid called L'Aiglon got the title """"King of Rome"""" when he was born because his dad was this Bonaparte""",Napoléon
LITERATURE,"""In a 1996 book this humor columnist found himself """"In Cyberspace""""""",Dave Barry
HISTORY,"Just before this country gained its independence in 1975, thousands of its people emigrated to Holland",Suriname
GEOGRAPHY,"""The name of this island that's 165 miles northwest of Tahiti means """"first born""""""",Bora Bora
GEOGRAPHY,"Formerly Vila De Joao Belo, the city of Xai-Xai is found in this country of southern Africa",Mozambique
LITERATURE,This ex-CIA agent who's in search of his identity has appeared in 3 novels by Robert Ludlum & 2 by Eric Van Lustbader,(Jason) Bourne
SCIENCE,"""In 1929 this Berkeley physicist bought a cabin in New Mexico; he'd spend lots of time in the state in the early '40s""",(Robert) Oppenheimer
LITERATURE,This J.D. Salinger novel tells the story of 2 days in the life of a 16-year-old boy,The Catcher in the Rye
MUSIC,"In a famous opera, the Queen of the Night gives Tamino this instrument",The Magic Flute
SCIENCE,"""To prevent a thrombosis, you may be given an """"anti"""" this, like heparin""",coagulant
SCIENCE,On a weather chart this line connects places that have the same barometric pressure,Isobar
HISTORY,"On April 4, 1949, the U.S., Canada, Great Britain, France & 8 other nations signed this mutual defense pact",NATO (North Atlantic Treaty Organisation)
HISTORY,"In 1939 Spencer Tracy searched for this African explorer, played by Cedric Hardwicke",Dr. David Livingstone
GEOGRAPHY,"This state's largest county, San Bernardino, was divided in 1893 to form Riverside county",California
GEOGRAPHY,"""The green spaces of """"Parks and Recreation"""" can be found in fictional Pawnee in this real Midwestern state""",Indiana
GEOGRAPHY,This Sudanese capital is located at the junction of the Blue & the White Nile,Khartoum
LITERATURE,Her home Orchard House was the model for whre the March family lived in her most famous novel,Louisa May Alcott
LITERATURE,"""In George Orwell's """"1984"""", Big Brother represents this Soviet dictator""",Joseph Stalin
MUSIC,"""In 1864 this opera composer wrote an """"Homage March"""" for brass band to honor his patron King Ludwig""",Wagner
HISTORY,His 5 classics were canonized during the Han Dynasty,Confucius
MUSIC,"While the military type of this composition is usually fast & upbeat, the funeral type is slow & somber",March
MUSIC,Midori is one of the most celebrated players of this instrument,Violin
MUSIC,"Invented in recent years, boobams are percussion instruments often made from this woody grass",Bamboo
HISTORY,"In the 840s Wu-Tsung, a fanatical Taoist, suppressed Buddhism & laicized thousands of these men",monks
MUSIC,"""This is a term for any musical instrument with a keyboard, including """"The Well-Tempered"""" one""",a clavier
GEOGRAPHY,"The highest peak in the Great Smoky Mountains, there's no place like dome",Clingman's Dome
GEOGRAPHY,This body of water borders the northern coast of Wales,the Irish Sea
MUSIC,"6 of his albums landed on Billboard's Top Pop Catalog Chart for May 30, 1998, including 3 in the Top 10",Frank Sinatra
MUSIC,"""In 1966 the Mamas & the Papas were """"Dreamin'"""" about this state """"on such a winter's day""""""",California
LITERATURE,"""Best known for """"Abraham Lincoln Walks at Midnight"""", he published at least a dozen volumes of poems""",Vachel Lindsay
MUSIC,"""We loved him as Niles Crane on """"Frasier""""; now it's """"Curtains"""" for him--he's in the Broadway musical """"Curtains""""""",David Hyde Pierce
LITERATURE,This 1922 novel by Hermann Hesse is based on the early life of Buddha,Siddhartha
HISTORY,In 1988 radio-carbon testing dated this holy cloth only to the Middle Ages,Shroud of Turin
GEOGRAPHY,"An airport in Missouri is named for Springfield & this city, home to more than 50 live theaters",Branson
HISTORY,In 1497 John Cabot visited the area of this Newfoundland capital & named it for a beheaded saint,St. John's
MUSIC,"""Pilate's Dream & """"Hosanna""""""",Jesus Christ Superstar
LITERATURE,"Much Obliged, Jeeves, this author's last collection of Bertie-&-Jeeves stories, was published in 1971",P.G. Wodehouse
SCIENCE,"It's an icon or special text on a web page that, when clicked on, moves you to a related page",hypertext link
MUSIC,"Sizes of grand pianos include baby grand, parlor grand & this, the largest",Concert Grand
SCIENCE,"These organisms derive their individual species names from the fungal partner, not the algal partner",lichen
MUSIC,"It's the call of an elephant or a brass instrument, or the brass instrument itself",a trumpet
MUSIC,(Cheryl in Edison's Lab at the Henry Ford Museum in Detroit)  The first sound ever recorded & played was Edison's recesitation of this familiar nursery rhyme,Mary Had a Little Lamb
LITERATURE,"""The Senator's Daughter is one of several thrillers by this daughter of the """"Teflon Don""""""",Victoria Gotti
HISTORY,"On Oct. 28, 1492 he landed at Cuba, first calling it Juana in honor of the Spanish rulers' daughter",Christopher Columbus
SCIENCE,"""In 2009 a new hominid skeleton dubbed Ardi was aged at 4.4 million years, predating this other """"girly"""" find by 1 mil. years""",Lucy
SCIENCE,Max Born taught this subject at the University of Gottingen & won a Nobel Prize in it,physics
MUSIC,"""One By One & """"Can You Feel The Love Tonight?""""""",The Lion King
HISTORY,The Bayeux Tapestry is a graphic representation of this man's conquest of England,William the Conqueror
HISTORY,"On June 6, 1523 Gustav I was elected king of this country at the Diet of Strangnas",Sweden
GEOGRAPHY,"""The name of this Iowa capital may come from an Indian word for """"River of the Mounds""""""",Des Moines
MUSIC,"""You Oughta Know that """"Hands Clean"""" was the first single from her 2002 CD """"Under Rug Swept""""""",Alanis Morissette
HISTORY,"A participant in WWI's First Battle of the Marne was the BEF, short for this",British Expeditionary Force
LITERATURE,"""When she died, Edward Fitzgerald sniped, """"No more Aurora Leighs, Thank God!"""", not counting the ways to love her""",Elizabeth Barrett Browning
LITERATURE,If You Give a Mouse a Muffin is a follow-up to this 1985 book by Felicia Bond & Laura Joffe Numeroff,If You Give a Mouse a Cookie
MUSIC,"""Orson Welles, Cole Porter songs & a train wreck were highlights of """"Around the World"""", based on this novel""",Around the World in Eighty Days
SCIENCE,"""John Wheeler named this singularity in the late 1960s; the Russians called it a collapsar""",a black hole
GEOGRAPHY,"At about 1,700 square miles, this saline lake is one of the largest lakes in the world with no outlet",the Salt Lake
GEOGRAPHY,Soc Trang & Can Tho are in the south of this Asian nation,Vietnam
HISTORY,Have you heard the latest buzz? The Mayans domesticated this native insect,the bee
MUSIC,"""She had a 2-sided No. 1 hit with """"It's Too Late"""" & """"I Feel the Earth Move""""""",Carole King
HISTORY,"In 1869 Ebenezer Bassett, the USA's first black diplomat, became minister to this French-speaking nation",Haiti
HISTORY,In 1934 he assumed the title Fuhrer & chancellor of Germany,Adolf Hitler
HISTORY,"""Yes, """"deer"""", in the '50s Pat Boone was famous for wearing these pale oxfords""",white bucks
MUSIC,"""A laser printer writes on a photoconductive revolving this; it shares its name with a percussion instrument""",a drum
HISTORY,Thor Heyerdahl said Polynesians may have come from South America on rafts made of this wood,Balsa
SCIENCE,This aluminum ore is named for the French village near where it was discovered in 1821,bauxite
LITERATURE,"""Heartburn author whose parents, Henry & Phoebe Ephron, wrote the screenplay for """"Carousel""""""",Nora Ephron
GEOGRAPHY,Until 1992 Bosnia & Herzegovina were part of this country,Yugoslavia
LITERATURE,"""After offending both sides in a religious dispute, this """"Moll Flanders"""" author was sentenced to the pillory""",Daniel Defoe
HISTORY,"In May 1954, in the case of this family v. the Board of Education, segregation in school was ruled unconstitutional",Brown
MUSIC,"""In October of 1992 """"Saturday Night Live"""" expected this singer to merely hold up a photo of a child; they were wrong""",Sinéad O'Connor
SCIENCE,Dry ice is made by compressing and cooling this gas,carbon dioxide
SCIENCE,"They're not fraternity members, they're an elite team of mental superstars led by David Strathairn on Syfy",Alphas
LITERATURE,Poet Sidney Lanier was captured during this war & contracted tuberculosis in prison,Civil War
MUSIC,"""The '60s-set """"Hairspray"""" takes place in this American city""",Baltimore
LITERATURE,"""Martin is one of the other poems in his 1914 collection """"Trees and Other Poems""""""",Joyce Kilmer
HISTORY,"In 1732 this printer founded Philadelphische Zeitung, the first German-language newspaper in the English colonies",Benjamin Franklin
HISTORY,"People of this nation AKA Nippon wrote with a brush, so painting became the preferred form of artistic expression",Japan
GEOGRAPHY,Our name for this Arizona region comes from the Spanish term for it:  El Desierto Pintado,The Painted Desert
HISTORY,"""Black Thursday happened on Oct. 24 of this year; 5 days later, share prices had fallen 80%""",1929
SCIENCE,Psychologists refer to this sense as olfaction,smell
LITERATURE,"""While at University College, Dublin, he wrote the essay """"The Day of the Rabblement"""", attacking the Irish Literary Theatre""",James Joyce
LITERATURE,"After her uncle Salvador was overthrown & died in a military coup, she & her family fled Chile",Isabel Allende
MUSIC,In 1973 Ben Vereen won a Tony for his performance in this musical about Charlemagne's son,Pippin
SCIENCE,"""Rust is a slow example of this process:  combustion is defined as a """"rapid"""" one""",Oxidation
LITERATURE,"While working at the U.S. embassy in Madrid, this Knickerbocker knocked out a Columbus bio",Washington Irving
HISTORY,Stephen Douglas proposed the act that repealed the Missouri Compromise & created these 2 territories,Kansas & Nebraska
HISTORY,"Black Friday, September 24, 1869, resulted from Gould & Fisk's attempt to corner the U.S. supply of this",Gold
HISTORY,"""In 1811 De Witt Clinton went to Washington to try to get funds for this """"ditch""""""",the Erie Canal
